fare,urlscraped,origcity,datescraped,destlocation,timescraped,origtime,destcity,origlocation,duration,desttime
$11.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=143&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,White Marsh Mall (Opp Red Lobster),21:32:35.361000,12:00 PM,"Baltimore, MD",Hampton Transit Center - 2 W Pembroke Ave,5hrs 35mins,5:35 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=143&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,White Marsh Mall (Opp Red Lobster),21:32:35.362000,5:40 PM,"Baltimore, MD",Hampton Transit Center - 2 W Pembroke Ave,5hrs 25mins,11:05 PM
$55.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,7th Ave & 28th St.,21:32:41.666000,2:00 AM,"New York, NY",Hampton Transit Center - 2 W Pembroke Ave,10hrs 40mins,12:40 PM
$55.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,7th Ave & 28th St.,21:32:41.667000,12:00 PM,"New York, NY",Hampton Transit Center - 2 W Pembroke Ave,10hrs 40mins,10:40 PM
$49.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,7th Ave & 28th St.,21:32:41.668000,5:40 PM,"New York, NY",Hampton Transit Center - 2 W Pembroke Ave,11hrs 10mins,4:50 AM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=389&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,U of Delaware - Parking Lot #6 on Christiana Dr,21:32:46.864000,2:00 AM,"Newark, DE",Hampton Transit Center - 2 W Pembroke Ave,6hrs 15mins,8:15 AM
$16.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=389&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,U of Delaware - Parking Lot #6 on Christiana Dr,21:32:46.865000,5:40 PM,"Newark, DE",Hampton Transit Center - 2 W Pembroke Ave,6hrs 25mins,12:05 AM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,30th St Station,21:32:50.896000,2:00 AM,"Philadelphia, PA",Hampton Transit Center - 2 W Pembroke Ave,7hrs 30mins,9:30 AM
$11.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,30th St Station,21:32:50.897000,12:00 PM,"Philadelphia, PA",Hampton Transit Center - 2 W Pembroke Ave,7hrs 40mins,7:40 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,30th St Station,21:32:50.898000,5:40 PM,"Philadelphia, PA",Hampton Transit Center - 2 W Pembroke Ave,7hrs 35mins,1:15 AM
$8.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=132&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,The Plaza at Main Street Station,21:32:55.921000,2:00 AM,"Richmond, VA",Hampton Transit Center - 2 W Pembroke Ave,1hrs 35mins,3:35 AM
$8.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=132&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,The Plaza at Main Street Station,21:32:55.922000,12:00 PM,"Richmond, VA",Hampton Transit Center - 2 W Pembroke Ave,1hrs 40mins,1:40 PM
$8.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=132&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,The Plaza at Main Street Station,21:32:55.924000,5:40 PM,"Richmond, VA",Hampton Transit Center - 2 W Pembroke Ave,1hrs 40mins,7:20 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=142&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,Union Station.,21:33:01.358000,2:00 AM,"Washington, DC",Hampton Transit Center - 2 W Pembroke Ave,3hrs 40mins,5:40 AM
$11.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=142&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,Union Station.,21:33:01.359000,12:00 PM,"Washington, DC",Hampton Transit Center - 2 W Pembroke Ave,4hrs 0mins,4:00 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=110&destinationCode=142&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hampton, VA",2014-06-03,Union Station.,21:33:01.360000,5:40 PM,"Washington, DC",Hampton Transit Center - 2 W Pembroke Ave,3hrs 50mins,9:30 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,30th St Station,21:33:08.628000,12:15 PM,"Philadelphia, PA",Harrisburg Mall Parking Lot,1hrs 45mins,2:00 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,30th St Station,21:33:08.630000,4:40 PM,"Philadelphia, PA",Harrisburg Mall Parking Lot,2hrs 0mins,6:40 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=127&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,30th St Station,21:33:08.631000,10:30 PM,"Philadelphia, PA",Harrisburg Mall Parking Lot,1hrs 50mins,12:20 AM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=128&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,10th St and Penn Ave,21:33:16.019000,9:45 AM,"Pittsburgh, PA",Harrisburg Mall Parking Lot,5hrs 5mins,2:50 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=128&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,10th St and Penn Ave,21:33:16.021000,3:10 PM,"Pittsburgh, PA",Harrisburg Mall Parking Lot,4hrs 50mins,8:00 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=128&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,10th St and Penn Ave,21:33:16.022000,6:55 PM,"Pittsburgh, PA",Harrisburg Mall Parking Lot,4hrs 55mins,11:50 PM
$21.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=137&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,21:33:20.919000,9:45 AM,"State College, PA",Harrisburg Mall Parking Lot,2hrs 35mins,12:20 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=137&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,21:33:20.921000,3:10 PM,"State College, PA",Harrisburg Mall Parking Lot,2hrs 20mins,5:30 PM
$15.00,http://us.megabus.com/JourneyResults.aspx?originCode=111&destinationCode=137&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Harrisburg, PA",2014-06-03,SW Corner of Walmart Parking Lot - 1665 N Atherton St.,21:33:20.922000,6:55 PM,"State College, PA",Harrisburg Mall Parking Lot,2hrs 35mins,9:30 PM
$14.00,http://us.megabus.com/JourneyResults.aspx?originCode=112&destinationCode=90&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hartford, CT",2014-06-03,Hampshire Mall b/t Cinemark and the Arizona Pizza Company,21:33:26.579000,5:30 PM,"Amherst, MA",Columbus Blvd between Morgan & Talcott St.,1hrs 0mins,6:30 PM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=112&destinationCode=94&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hartford, CT",2014-06-03,South Station - Gate 13,21:33:35.655000,10:00 AM,"Boston, MA",Columbus Blvd between Morgan & Talcott St.,1hrs 45mins,11:45 AM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=112&destinationCode=96&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hartford, CT",2014-06-03,Royal Tyler Theatre - University Place and Main St.,21:33:39.070000,5:30 PM,"Burlington, VT",Columbus Blvd between Morgan & Talcott St.,4hrs 30mins,10:00 PM
$17.00,http://us.megabus.com/JourneyResults.aspx?originCode=112&destinationCode=122&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hartford, CT",2014-06-03,Union Station,21:33:46.502000,4:15 PM,"New Haven, CT",Columbus Blvd between Morgan & Talcott St.,0hrs 45mins,5:00 PM
$11.00,http://us.megabus.com/JourneyResults.aspx?originCode=112&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hartford, CT",2014-06-03,7th Ave & 28th St.,21:33:53.740000,10:45 AM,"New York, NY",Columbus Blvd between Morgan & Talcott St.,2hrs 30mins,1:15 PM
$13.00,http://us.megabus.com/JourneyResults.aspx?originCode=112&destinationCode=123&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Hartford, CT",2014-06-03,7th Ave & 28th St.,21:33:53.741000,5:00 PM,"New York, NY",Columbus Blvd between Morgan & Talcott St.,2hrs 30mins,7:30 PM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=318&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Houston, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:34:01.264000,7:30 AM,"Austin, TX",815 Pierce St near Travis St,3hrs 15mins,10:45 AM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=318&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Houston, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:34:01.265000,7:55 AM,"Austin, TX",Select Shell Station - 13250 FM 1960 W,2hrs 50mins,10:45 AM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=318&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Houston, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:34:01.267000,2:00 PM,"Austin, TX",815 Pierce St near Travis St,3hrs 15mins,5:15 PM
$5.00,http://us.megabus.com/JourneyResults.aspx?originCode=318&destinationCode=320&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Houston, TX",2014-06-03,Whitis Ave b/t W 20th St and W 21st St,21:34:01.268000,2:25 PM,"Austin, TX","Katy Mills Mall, Entrance 5",2hrs 50mins,5:15 PM
$12.00,http://us.megabus.com/JourneyResults.aspx?originCode=318&destinationCode=319&outboundDepartureDate=6%2f17%2f2014&inboundDepartureDate=&passengerCount=1&transportType=0&concessionCount=0&nusCount=0&outboundWheelchairSeated=0&outboundOtherDisabilityCount=0&inboundWheelchairSeated=0&inboundOtherDisabilityCount=0&outboundPcaCount=0&inboundPcaCount=0&promotionCode=&withReturn=0,"Houston, TX",2014-06-03,South side of Florida St between 3rd St and Lafayette St,21:34:07.838000,8:00 AM,"Baton Rouge, LA",815 Pierce St near Travis St,4hrs 45mins,12:45 PM
